id,amount,paid_amount,discount_percentage,can_access,student_id,course_id,section_id,sub_section_id,packege_id,batch_id,mode,note,user_image,created_at,updated_at,added_by,update_by,deleted_by,deleted_at,discount,currency_type,reason,recover_reason,suspend_by,recover_by,validity_date,commission_percentage,actual_lkr_amount,currency_rate
58,28000,0,100,4,885,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
59,28000,0,100,1,886,15,NULL,NULL,15,16,Direct,NULL,Random-image-1646767198-1646767198-1646767198.png,9/15/2021 7:11,3/9/2022 6:35,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
60,28000,0,100,4,892,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
61,28000,0,100,1,907,15,NULL,NULL,15,16,Direct,NULL,Random-image-1643192746-1643192746-1643192746.png,9/15/2021 7:11,1/26/2022 22:40,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
62,28000,0,100,1,944,15,NULL,NULL,15,16,Direct,NULL,Random-image-1631693448-1631693448-1631693448.png,9/15/2021 7:11,9/18/2021 14:42,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
63,28000,0,100,4,1082,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
64,28000,0,100,4,1582,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
65,28000,0,100,1,2184,15,NULL,NULL,15,16,Direct,NULL,Random-image-1665264220-1665264220-1665264220.png,9/15/2021 7:11,10/9/2022 16:24,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
66,28000,0,100,1,2185,15,NULL,NULL,15,16,Direct,NULL,Random-image-1666647566-1666647566-1666647566.png,9/15/2021 7:11,10/25/2022 16:21,NULL,NULL,NULL,NULL,28000,lkr,NULL,NULL,NULL,NULL,NULL,0,0,350
67,28000,28000,0,1,492,15,NULL,NULL,15,16,Direct,NULL,Random-image-1636077976-1636077976-1636077976.png,9/15/2021 7:11,11/5/2021 23:30,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
68,28000,28000,0,1,493,15,NULL,NULL,15,16,Direct,NULL,Random-image-1644405216-1644405216-1644405216.png,9/15/2021 7:11,2/9/2022 23:10,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
69,28000,28000,0,1,495,15,NULL,NULL,15,16,Direct,NULL,Random-image-1700971327-1700971327-1700971327.png,9/15/2021 7:11,11/28/2023 7:03,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
70,28000,28000,0,1,496,15,NULL,NULL,15,16,Direct,NULL,Random-image-1641905910-1641905910-1641905910.png,9/15/2021 7:11,1/12/2022 22:52,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
71,28000,28000,0,4,497,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
72,28000,28000,0,4,499,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
73,28000,28000,0,1,500,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633165615-1633165615-1633165615.png,9/15/2021 7:11,10/2/2021 19:38,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
74,28000,28000,0,1,502,15,NULL,NULL,15,16,Direct,NULL,Random-image-1675871110-1675871110-1675871110.png,9/15/2021 7:11,2/9/2023 10:22,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
75,28000,28000,0,1,503,15,NULL,NULL,15,16,Direct,NULL,Random-image-1642594288-1642594288-1642594288.png,9/15/2021 7:11,1/22/2022 21:17,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
76,28000,28000,0,1,504,15,NULL,NULL,15,16,Direct,NULL,Random-image-1705948612-1705948612-1705948612.png,9/15/2021 7:11,1/23/2024 10:59,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
77,28000,28000,0,4,505,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
78,28000,28000,0,1,508,15,NULL,NULL,15,16,Direct,NULL,Random-image-1645685419-1645685419-1645685419.png,9/15/2021 7:11,2/24/2022 17:58,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
79,28000,28000,0,1,509,15,NULL,NULL,15,16,Direct,NULL,Random-image-1635391846-1635391846-1635391846.png,9/15/2021 7:11,11/8/2021 21:29,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
80,28000,28000,0,4,511,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
81,28000,28000,0,4,512,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
82,28000,28000,0,1,513,15,NULL,NULL,15,16,Direct,NULL,Random-image-1637127661-1637127661-1637127661.png,9/15/2021 7:11,11/17/2021 22:59,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
83,28000,28000,0,1,514,15,NULL,NULL,15,16,Direct,NULL,Random-image-1706547286-1706547286-1706547286.png,9/15/2021 7:11,2/1/2024 4:10,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
84,28000,28000,0,1,515,15,NULL,NULL,15,16,Direct,NULL,Random-image-1634446803-1634446803-1634446803.png,9/15/2021 7:11,10/17/2021 20:04,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
85,28000,28000,0,4,516,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
86,28000,28000,0,1,518,15,NULL,NULL,15,16,Direct,NULL,Random-image-1673252317-1673252317-1673252317.png,9/15/2021 7:11,1/10/2023 16:28,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
87,28000,28000,0,4,519,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
88,28000,28000,0,4,520,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
89,28000,28000,0,1,521,15,NULL,NULL,15,16,Direct,NULL,Random-image-1691594914-1691594914-1691594914.png,9/15/2021 7:11,8/9/2023 20:58,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
90,28000,28000,0,1,522,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632077802-1632077802-1632077802.png,9/15/2021 7:11,9/20/2021 13:25,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
91,28000,28000,0,4,523,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
92,28000,28000,0,4,524,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
93,28000,28000,0,4,526,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
94,28000,28000,0,4,527,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
95,28000,28000,0,1,529,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632032293-1632032293-1632032293.png,9/15/2021 7:11,9/19/2021 23:39,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
96,28000,28000,0,4,530,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
97,28000,28000,0,1,531,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633169877-1633169877-1633169877.png,9/15/2021 7:11,10/2/2021 19:39,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
98,28000,28000,0,4,532,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
99,28000,28000,0,4,533,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
100,28000,28000,0,1,537,15,NULL,NULL,15,16,Direct,NULL,Random-image-1700063918-1700063918-1700063918.png,9/15/2021 7:11,11/16/2023 3:57,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
101,28000,28000,0,4,538,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
102,28000,28000,0,1,539,15,NULL,NULL,15,16,Direct,NULL,Random-image-1687739841-1687739841-1687739841.png,9/15/2021 7:11,6/26/2023 8:18,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
103,28000,28000,0,1,544,15,NULL,NULL,15,16,Direct,NULL,Random-image-1634434409-1634434409-1634434409.png,9/15/2021 7:11,10/17/2021 20:03,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
104,28000,28000,0,1,546,15,NULL,NULL,15,16,Direct,NULL,Random-image-1692546457-1692546457-1692546457.png,9/15/2021 7:11,8/21/2023 6:55,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
105,28000,28000,0,4,547,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
106,28000,28000,0,4,548,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
107,28000,28000,0,1,549,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633324140-1633324140-1633324140.png,9/15/2021 7:11,10/4/2021 12:06,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
108,28000,28000,0,1,550,15,NULL,NULL,15,16,Direct,NULL,Random-image-1654403179-1654403179-1654403179.png,9/15/2021 7:11,6/5/2022 12:28,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
109,28000,28000,0,1,551,15,NULL,NULL,15,16,Direct,NULL,Random-image-1643207091-1643207091-1643207091.png,9/15/2021 7:11,1/26/2022 22:38,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
110,28000,28000,0,1,553,15,NULL,NULL,15,16,Direct,NULL,Random-image-1654179068-1654179068-1654179068.png,9/15/2021 7:11,6/2/2022 20:32,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
111,28000,28000,0,4,556,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
112,28000,28000,0,1,557,15,NULL,NULL,15,16,Direct,NULL,Random-image-1654573285-1654573285-1654573285.png,9/15/2021 7:11,6/7/2022 9:35,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
113,28000,28000,0,1,558,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632467007-1632467007-1632467007.png,9/15/2021 7:11,9/24/2021 22:35,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
114,28000,28000,0,1,559,15,NULL,NULL,15,16,Direct,NULL,Random-image-1686217031-1686217031-1686217031.png,9/15/2021 7:11,6/8/2023 17:35,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
115,28000,28000,0,4,560,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
116,28000,28000,0,1,561,15,NULL,NULL,15,16,Direct,NULL,Random-image-1653372005-1653372005-1653372005.png,9/15/2021 7:11,5/24/2022 11:44,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
117,28000,28000,0,1,563,15,NULL,NULL,15,16,Direct,NULL,Random-image-1639151435-1639151435-1639151435.png,9/15/2021 7:11,12/10/2021 23:47,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
118,28000,28000,0,1,564,15,NULL,NULL,15,16,Direct,NULL,Random-image-1638074659-1638074659-1638074659.png,9/15/2021 7:11,11/28/2021 22:31,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
119,28000,28000,0,4,568,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
120,28000,28000,0,4,569,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
121,28000,28000,0,1,570,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632818909-1632818909-1632818909.png,9/15/2021 7:11,9/29/2021 8:48,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
122,28000,28000,0,1,571,15,NULL,NULL,15,16,Direct,NULL,Random-image-1684738017-1684738017-1684738017.png,9/15/2021 7:11,5/23/2023 20:38,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
123,28000,28000,0,4,573,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
124,28000,28000,0,1,575,15,NULL,NULL,15,16,Direct,NULL,Random-image-1705982617-1705982617-1705982617.png,9/15/2021 7:11,1/23/2024 10:59,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
125,28000,28000,0,1,576,15,NULL,NULL,15,16,Direct,NULL,Random-image-1652018048-1652018048-1652018048.png,9/15/2021 7:11,5/9/2022 9:22,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
126,28000,28000,0,1,577,15,NULL,NULL,15,16,Direct,NULL,Random-image-1700119288-1700119288-1700119288.png,9/15/2021 7:11,11/17/2023 23:47,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
127,28000,28000,0,1,578,15,NULL,NULL,15,16,Direct,NULL,Random-image-1658466051-1658466051-1658466051.png,9/15/2021 7:11,7/22/2022 12:18,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
128,28000,28000,0,1,579,15,NULL,NULL,15,16,Direct,NULL,Random-image-1663817912-1663817912-1663817912.png,9/15/2021 7:11,9/22/2022 16:02,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
129,28000,28000,0,4,580,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
130,28000,28000,0,1,581,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633108613-1633108613-1633108613.png,9/15/2021 7:11,10/1/2021 23:23,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
131,28000,28000,0,1,583,15,NULL,NULL,15,16,Direct,NULL,Random-image-1659256415-1659256415-1659256415.png,9/15/2021 7:11,7/31/2022 14:05,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
132,28000,28000,0,1,584,15,NULL,NULL,15,16,Direct,NULL,Random-image-1709204029-1709204029-1709204029.png,9/15/2021 7:11,3/1/2024 6:55,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
134,28000,28000,0,4,586,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
135,28000,28000,0,4,588,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
136,28000,28000,0,4,589,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
137,28000,28000,0,1,591,15,NULL,NULL,15,16,Direct,NULL,Random-image-1705557668-1705557668-1705557668.png,9/15/2021 7:11,1/20/2024 16:01,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
138,28000,28000,0,1,593,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633616354-1633616354-1633616354.png,9/15/2021 7:11,10/8/2021 0:53,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
139,28000,28000,0,4,594,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
140,28000,28000,0,4,595,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
141,28000,28000,0,1,597,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632726389-1632726389-1632726389.png,9/15/2021 7:11,9/28/2021 10:24,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
142,28000,28000,0,4,598,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
143,28000,28000,0,1,602,15,NULL,NULL,15,16,Direct,NULL,Random-image-1661657765-1661657765-1661657765.png,9/15/2021 7:11,8/28/2022 11:38,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
144,28000,28000,0,4,604,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
145,28000,28000,0,4,607,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
146,28000,28000,0,1,608,15,NULL,NULL,15,16,Direct,NULL,Random-image-1691637747-1691637747-1691637747.png,9/15/2021 7:11,8/10/2023 19:56,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
147,28000,28000,0,4,609,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
148,28000,28000,0,4,611,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
149,28000,28000,0,1,612,15,NULL,NULL,15,16,Direct,NULL,Random-image-1639462089-1639462089-1639462089.png,9/15/2021 7:11,12/14/2021 20:28,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
150,28000,28000,0,1,613,15,NULL,NULL,15,16,Direct,NULL,Random-image-1634813437-1634813437-1634813437.png,9/15/2021 7:11,10/22/2021 0:15,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
151,28000,28000,0,1,616,15,NULL,NULL,15,16,Direct,NULL,Random-image-1633086537-1633086537-1633086537.png,9/15/2021 7:11,10/1/2021 20:57,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
152,28000,28000,0,4,617,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
153,28000,28000,0,1,618,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632078391-1632078391-1632078391.png,9/15/2021 7:11,9/20/2021 13:27,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
154,28000,28000,0,1,620,15,NULL,NULL,15,16,Direct,NULL,Random-image-1680418563-1680418563-1680418563.png,9/15/2021 7:11,4/2/2023 12:29,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
155,28000,28000,0,4,621,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
156,28000,28000,0,1,623,15,NULL,NULL,15,16,Direct,NULL,Random-image-1678732787-1678732787-1678732787.png,9/15/2021 7:11,3/14/2023 10:27,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
157,28000,28000,0,1,625,15,NULL,NULL,15,16,Direct,NULL,Random-image-1719936323-1719936323-1719936323.png,9/15/2021 7:11,7/3/2024 21:40,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
158,28000,28000,0,1,627,15,NULL,NULL,15,16,Direct,NULL,Random-image-1632483915-1632483915-1632483915.png,9/15/2021 7:11,9/24/2021 22:37,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
159,28000,28000,0,4,628,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
160,28000,28000,0,4,629,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
161,28000,28000,0,4,631,15,NULL,NULL,15,16,Direct,NULL,NULL,9/15/2021 7:11,NULL,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
162,28000,28000,0,1,632,15,NULL,NULL,15,16,Direct,NULL,Random-image-1658486079-1658486079-1658486079.png,9/15/2021 7:11,7/22/2022 16:48,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
163,28000,28000,0,1,635,15,NULL,NULL,15,16,Direct,NULL,Random-image-1640164300-1640164300-1640164300.png,9/15/2021 7:11,12/22/2021 19:10,NULL,NULL,NULL,NULL,0,lkr,NULL,NULL,NULL,NULL,NULL,0,28000,350
