student_id,course_id,paid_amount,is_purchased
2293,15,28000,1
2294,15,28000,1
2295,15,28000,1
494,15,8400,1
498,15,8400,1
501,15,8400,1
506,15,8400,1
507,15,8400,1
510,15,8400,1
517,15,8400,1
525,15,8400,1
528,15,8400,1
534,15,8400,1
535,15,8400,1
536,15,8400,1
540,15,8400,1
541,15,8400,1
542,15,8400,1
543,15,8400,1
545,15,8400,1
552,15,8400,1
554,15,8400,1
555,15,8400,1
562,15,8400,1
565,15,8400,1
566,15,8400,1
567,15,8400,1
572,15,8400,1
574,15,8400,1
582,15,8400,1
587,15,8400,1
596,15,8400,1
599,15,8400,1
600,15,8400,1
601,15,8400,1
603,15,8400,1
605,15,8400,1
606,15,8400,1
610,15,8400,1
614,15,8400,1
615,15,8400,1
619,15,8400,1
622,15,8400,1
624,15,8400,1
626,15,8400,1
630,15,8400,1
633,15,8400,1
634,15,8400,1
638,15,8400,1
639,15,8400,1
640,15,8400,1
652,15,8400,1
653,15,8400,1
660,15,8400,1
661,15,8400,1
663,15,8400,1
664,15,8400,1
672,15,8400,1
676,15,8400,1
687,15,8400,1
693,15,8400,1
696,15,8400,1
698,15,8400,1
699,15,8400,1
706,15,8400,1
708,15,8400,1
710,15,8400,1
711,15,8400,1
712,15,8400,1
714,15,8400,1
720,15,8400,1
723,15,8400,1
726,15,8400,1
727,15,8400,1
728,15,8400,1
729,15,8400,1
740,15,8400,1
759,15,8400,1
765,15,8400,1
768,15,8400,1
771,15,8400,1
773,15,8400,1
774,15,8400,1
777,15,8400,1
780,15,8400,1
781,15,8400,1
783,15,8400,1
784,15,8400,1
787,15,8400,1
796,15,8400,1
797,15,8400,1
806,15,8400,1
807,15,8400,1
809,15,8400,1
812,15,8400,1
814,15,8400,1
815,15,8400,1
819,15,8400,1
820,15,8400,1
822,15,8400,1
823,15,8400,1
824,15,8400,1
831,15,8400,1
832,15,8400,1
833,15,8400,1
835,15,8400,1
836,15,8400,1
841,15,8400,1
843,15,8400,1
844,15,8400,1
845,15,8400,1
846,15,8400,1
849,15,8400,1
851,15,8400,1
852,15,8400,1
856,15,8400,1
860,15,8400,1
861,15,8400,1
862,15,8400,1
864,15,8400,1
865,15,8400,1
866,15,8400,1
868,15,8400,1
870,15,8400,1
872,15,8400,1
873,15,8400,1
874,15,8400,1
875,15,8400,1
876,15,8400,1
879,15,8400,1
880,15,8400,1
881,15,8400,1
882,15,8400,1
887,15,8400,1
888,15,8400,1
889,15,8400,1
890,15,8400,1
891,15,8400,1
897,15,8400,1
898,15,8400,1
899,15,8400,1
900,15,8400,1
901,15,8400,1
904,15,8400,1
905,15,8400,1
909,15,8400,1
910,15,8400,1
911,15,8400,1
914,15,8400,1
917,15,8400,1
921,15,8400,1
926,15,8400,1
927,15,8400,1
928,15,8400,1
931,15,8400,1
933,15,8400,1
936,15,8400,1
938,15,8400,1
939,15,8400,1
940,15,8400,1
941,15,8400,1
943,15,8400,1
946,15,8400,1
949,15,8400,1
950,15,8400,1
951,15,8400,1
953,15,8400,1
955,15,8400,1
956,15,8400,1
957,15,8400,1
958,15,8400,1
959,15,8400,1
961,15,8400,1
964,15,8400,1
965,15,8400,1
966,15,8400,1
967,15,8400,1
968,15,8400,1
974,15,8400,1
976,15,8400,1
977,15,8400,1
979,15,8400,1
982,15,8400,1
988,15,8400,1
991,15,8400,1
998,15,8400,1
999,15,8400,1
1001,15,8400,1
1011,15,8400,1
1015,15,8400,1
1023,15,8400,1
1025,15,8400,1
1026,15,8400,1
1033,15,8400,1
1039,15,8400,1
1040,15,8400,1
1041,15,8400,1
1043,15,8400,1
1045,15,8400,1
1048,15,8400,1
1050,15,8400,1
1056,15,8400,1
1066,15,8400,1
1067,15,8400,1
1076,15,8400,1
1079,15,8400,1
1081,15,8400,1
1083,15,8400,1
1084,15,8400,1
1107,15,8400,1
1108,15,8400,1
1114,15,8400,1
1130,15,8400,1
1144,15,8400,1
1145,15,8400,1
1165,15,8400,1
1166,15,8400,1
1170,15,8400,1
1188,15,8400,1
1199,15,8400,1
1200,15,8400,1
1216,15,8400,1
1220,15,8400,1
1224,15,8400,1
1226,15,8400,1
1228,15,8400,1
1229,15,8400,1
1232,15,8400,1
1233,15,8400,1
1234,15,8400,1
1235,15,8400,1
1236,15,8400,1
1237,15,8400,1
1243,15,8400,1
1246,15,8400,1
1250,15,8400,1
1253,15,8400,1
1254,15,8400,1
1259,15,8400,1
1260,15,8400,1
1261,15,8400,1
1262,15,8400,1
1266,15,8400,1
1268,15,8400,1
1269,15,8400,1
1270,15,8400,1
1273,15,8400,1
1278,15,8400,1
1279,15,8400,1
1283,15,8400,1
1285,15,8400,1
1286,15,8400,1
1288,15,8400,1
1289,15,8400,1
1290,15,8400,1
1293,15,8400,1
1294,15,8400,1
1295,15,8400,1
1297,15,8400,1
1302,15,8400,1
1303,15,8400,1
1309,15,8400,1
1310,15,8400,1
1315,15,8400,1
1316,15,8400,1
1317,15,8400,1
1319,15,8400,1
1320,15,8400,1
1321,15,8400,1
1322,15,8400,1
1325,15,8400,1
1328,15,8400,1
1330,15,8400,1
1331,15,8400,1
1333,15,8400,1
1334,15,8400,1
1335,15,8400,1
1338,15,8400,1
1340,15,8400,1
1341,15,8400,1
1342,15,8400,1
1343,15,8400,1
1345,15,8400,1
1347,15,8400,1
1348,15,8400,1
1350,15,8400,1
1352,15,8400,1
1353,15,8400,1
1358,15,8400,1
1360,15,8400,1
1361,15,8400,1
1366,15,8400,1
1371,15,8400,1
1374,15,8400,1
1376,15,8400,1
1378,15,8400,1
1381,15,8400,1
1393,15,8400,1
1394,15,8400,1
1410,15,8400,1
1412,15,8400,1
1417,15,8400,1
1438,15,8400,1
1448,15,8400,1
1469,15,8400,1
1530,15,8400,1
1533,15,8400,1
1543,15,8400,1
1547,15,8400,1
1548,15,8400,1
1551,15,8400,1
1552,15,8400,1
1559,15,8400,1
1560,15,8400,1
1561,15,8400,1
1565,15,8400,1
1571,15,8400,1
1574,15,8400,1
1576,15,8400,1
1584,15,8400,1
1592,15,8400,1
1599,15,8400,1
1600,15,8400,1
1604,15,8400,1
1606,15,8400,1
1610,15,8400,1
1612,15,8400,1
1618,15,8400,1
1625,15,8400,1
1628,15,8400,1
1644,15,8400,1
1645,15,8400,1
1649,15,8400,1
1655,15,8400,1
1657,15,8400,1
1821,15,8400,1
1832,15,8400,1
1844,15,8400,1
1874,15,8400,1
1875,15,8400,1
1876,15,8400,1
1879,15,8400,1
1889,15,8400,1
1733,15,8400,1
1892,15,8400,1
1902,15,8400,1
1903,15,8400,1
1905,15,8400,1
1910,15,8400,1
1915,15,8400,1
1935,15,8400,1
1950,15,8400,1
1953,15,8400,1
1982,15,8400,1
1989,15,8400,1
1990,15,8400,1
1995,15,8400,1
2004,15,8400,1
2005,15,8400,1
2006,15,8400,1
1675,15,8400,1
2009,15,8400,1
2011,15,8400,1
2015,15,8400,1
2020,15,8400,1
2021,15,8400,1
2027,15,8400,1
2028,15,8400,1
2029,15,8400,1
2031,15,8400,1
2032,15,8400,1
2034,15,8400,1
2035,15,8400,1
2036,15,8400,1
2037,15,8400,1
2038,15,8400,1
2045,15,8400,1
2046,15,8400,1
2048,15,8400,1
2088,15,8400,1
2101,15,8400,1
1770,15,8400,1
2120,15,8400,1
2127,15,8400,1
2134,15,8400,1
2136,15,8400,1
2138,15,8400,1
2141,15,8400,1
2143,15,8400,1
2149,15,8400,1
2151,15,8400,1
2152,15,8400,1
2153,15,8400,1
2155,15,8400,1
2158,15,8400,1
2159,15,8400,1
2160,15,8400,1
2163,15,8400,1
2165,15,8400,1
2192,15,8400,1
2178,15,8400,1
2210,15,8400,1
2225,15,8400,1
2227,15,8400,1
2229,15,8400,1
2243,15,8400,1
2244,15,8400,1
2247,15,8400,1
2248,15,8400,1
2249,15,8400,1
2250,15,8400,1
2251,15,8400,1
2252,15,8400,1
2253,15,8400,1
2256,15,8400,1
2257,15,8400,1
2260,15,8400,1
2261,15,8400,1
2262,15,8400,1
2264,15,8400,1
2266,15,8400,1
2268,15,8400,1
2269,15,8400,1
2270,15,8400,1
2271,15,8400,1
2272,15,8400,1
2273,15,8400,1
2274,15,8400,1
2276,15,8400,1
2277,15,8400,1
2278,15,8400,1
2279,15,8400,1
2280,15,8400,1
2281,15,8400,1
2282,15,8400,1
2283,15,8400,1
2285,15,8400,1
2286,15,8400,1
2287,15,8400,1
2288,15,8400,1
2290,15,8400,1
2291,15,8400,1
2296,15,8400,1
2297,15,8400,1
2298,15,8400,1
2348,15,8400,1
2349,15,8400,1
2350,15,8400,1
590,15,0,0
942,15,0,0
945,15,0,0
981,15,0,0
1157,15,0,0
1282,15,0,0
1344,15,0,0
2130,15,0,0
498,15,7000,1
506,15,7000,1
510,15,7000,1
525,15,7000,1
528,15,7000,1
534,15,7000,1
536,15,7000,1
540,15,7000,1
541,15,7000,1
542,15,7000,1
543,15,7000,1
545,15,7000,1
552,15,7000,1
554,15,7000,1
562,15,7000,1
565,15,7000,1
566,15,7000,1
567,15,7000,1
574,15,7000,1
587,15,7000,1
596,15,7000,1
599,15,7000,1
600,15,7000,1
601,15,7000,1
603,15,7000,1
606,15,7000,1
614,15,7000,1
619,15,7000,1
622,15,7000,1
624,15,7000,1
626,15,7000,1
630,15,7000,1
633,15,7000,1
634,15,7000,1
638,15,7000,1
639,15,7000,1
640,15,7000,1
653,15,7000,1
660,15,7000,1
661,15,7000,1
663,15,7000,1
687,15,7000,1
693,15,7000,1
696,15,7000,1
698,15,7000,1
699,15,7000,1
706,15,7000,1
708,15,7000,1
710,15,7000,1
711,15,7000,1
714,15,7000,1
720,15,7000,1
723,15,7000,1
727,15,7000,1
729,15,7000,1
740,15,7000,1
759,15,7000,1
765,15,7000,1
768,15,7000,1
771,15,7000,1
774,15,7000,1
777,15,7000,1
780,15,7000,1
781,15,7000,1
783,15,7000,1
784,15,7000,1
787,15,7000,1
797,15,7000,1
806,15,7000,1
809,15,7000,1
812,15,7000,1
814,15,7000,1
815,15,7000,1
819,15,7000,1
820,15,7000,1
822,15,7000,1
823,15,7000,1
831,15,7000,1
832,15,7000,1
833,15,7000,1
835,15,7000,1
841,15,7000,1
843,15,7000,1
844,15,7000,1
845,15,7000,1
852,15,7000,1
856,15,7000,1
860,15,7000,1
861,15,7000,1
862,15,7000,1
864,15,7000,1
865,15,7000,1
866,15,7000,1
868,15,7000,1
872,15,7000,1
873,15,7000,1
874,15,7000,1
875,15,7000,1
876,15,7000,1
879,15,7000,1
888,15,7000,1
889,15,7000,1
890,15,7000,1
891,15,7000,1
897,15,7000,1
898,15,7000,1
899,15,7000,1
900,15,7000,1
901,15,7000,1
904,15,7000,1
905,15,7000,1
909,15,7000,1
910,15,7000,1
911,15,7000,1
914,15,7000,1
921,15,7000,1
926,15,7000,1
928,15,7000,1
931,15,7000,1
933,15,7000,1
936,15,7000,1
938,15,7000,1
939,15,7000,1
940,15,7000,1
941,15,7000,1
943,15,7000,1
946,15,7000,1
949,15,7000,1
950,15,7000,1
951,15,7000,1
955,15,7000,1
956,15,7000,1
957,15,7000,1
958,15,7000,1
959,15,7000,1
961,15,7000,1
964,15,7000,1
966,15,7000,1
967,15,7000,1
971,15,7000,1
976,15,7000,1
979,15,7000,1
980,15,7000,1
981,15,7000,1
982,15,7000,1
984,15,7000,1
991,15,7000,1
993,15,7000,1
994,15,7000,1
998,15,7000,1
999,15,7000,1
1001,15,7000,1
1003,15,7000,1
1004,15,7000,1
1005,15,7000,1
1007,15,7000,1
1010,15,7000,1
1011,15,7000,1
1013,15,7000,1
1014,15,7000,1
1015,15,7000,1
1016,15,7000,1
1017,15,7000,1
1021,15,7000,1
1023,15,7000,1
1024,15,7000,1
1025,15,7000,1
1026,15,7000,1
1027,15,7000,1
1028,15,7000,1
1030,15,7000,1
1032,15,7000,1
1033,15,7000,1
1034,15,7000,1
1039,15,7000,1
1040,15,7000,1
1041,15,7000,1
1043,15,7000,1
1044,15,7000,1
1045,15,7000,1
1050,15,7000,1
1056,15,7000,1
1066,15,7000,1
1092,15,7000,1
1103,15,7000,1
1107,15,7000,1
1119,15,7000,1
1144,15,7000,1
1152,15,7000,1
1157,15,7000,1
1165,15,7000,1
1173,15,7000,1
1199,15,7000,1
1205,15,7000,1
1221,15,7000,1
1224,15,7000,1
1225,15,7000,1
1226,15,7000,1
1229,15,7000,1
1232,15,7000,1
1233,15,7000,1
1234,15,7000,1
1235,15,7000,1
1236,15,7000,1
1237,15,7000,1
1243,15,7000,1
1246,15,7000,1
1250,15,7000,1
1254,15,7000,1
1260,15,7000,1
1261,15,7000,1
1262,15,7000,1
1266,15,7000,1
1268,15,7000,1
1269,15,7000,1
1278,15,7000,1
1288,15,7000,1
1293,15,7000,1
1294,15,7000,1
1295,15,7000,1
1297,15,7000,1
1303,15,7000,1
1309,15,7000,1
1316,15,7000,1
1319,15,7000,1
1320,15,7000,1
1321,15,7000,1
1325,15,7000,1
1328,15,7000,1
1330,15,7000,1
1331,15,7000,1
1333,15,7000,1
1338,15,7000,1
1342,15,7000,1
1343,15,7000,1
1347,15,7000,1
1348,15,7000,1
1350,15,7000,1
1352,15,7000,1
1353,15,7000,1
1358,15,7000,1
1360,15,7000,1
1361,15,7000,1
1366,15,7000,1
1371,15,7000,1
1374,15,7000,1
1376,15,7000,1
1378,15,7000,1
1381,15,7000,1
1410,15,7000,1
1411,15,7000,1
1416,15,7000,1
1417,15,7000,1
1418,15,7000,1
1419,15,7000,1
1420,15,7000,1
1425,15,7000,1
1469,15,7000,1
1474,15,7000,1
1498,15,7000,1
1547,15,7000,1
1548,15,7000,1
1552,15,7000,1
1565,15,7000,1
1576,15,7000,1
1584,15,7000,1
1592,15,7000,1
1600,15,7000,1
1606,15,7000,1
1612,15,7000,1
1644,15,7000,1
1655,15,7000,1
1821,15,7000,1
1828,15,7000,1
1830,15,7000,1
1832,15,7000,1
1834,15,7000,1
1836,15,7000,1
1838,15,7000,1
1839,15,7000,1
1844,15,7000,1
1845,15,7000,1
1865,15,7000,1
1867,15,7000,1
1879,15,7000,1
1915,15,7000,1
1935,15,7000,1
1950,15,7000,1
1955,15,7000,1
2004,15,7000,1
2006,15,7000,1
1675,15,7000,1
2011,15,7000,1
2015,15,7000,1
2021,15,7000,1
2028,15,7000,1
2029,15,7000,1
